,Name,Products,Reviews,Sentiments
137,tv,Motorola ZX Pro 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,good picture & sound quality i like it and i got it for 36000RS on sale. i like the picture quality its superb,positive
138,tv,Motorola ZX Pro 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"Ive been using the TV for a few weeks now. The soundbar is a good addon but not the best ofcourse. Could be a little bit more clearer. The bass is definitely better than other TVs in the same range but not the best, again clarity is a bit weak. Im probably spoiled by the definition and clarity and bass of my Harmon Kardon speakers. Screen clarity is good, im satisfied and the 55inch size is awesome. I honestly wasnt expecting it to be this big. 55inch didnt seem soo big when i was window shop...",positive
139,tv,Motorola ZX Pro 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,Very nice TV . It's too good and value for money and the gamepad is also nice Just go for it .... And I have a rotating tv panel so for me it's too awesome 😎😎,positive
140,tv,Motorola ZX Pro 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"Perfect. This is my first smart tv and I felt it’s best with the price, picture quality and sound quality. Really good buy at this price.",positive
141,tv,Motorola ZX Pro 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,Great product for the price you pay. Premium look and feel. Installation was done in 24hrs post delivery. Sound is average though it's got a dedicated sound bar. If you are using soundbar then it's good. Also hdmi arc will not work with airtel due to airtel firmware issue. Need to work with airtel technical team in an escalation mode. One cons is it doesn't have a headphone port,positive
142,tv,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,LG only name is enough bcz superb picture clarity.Sound is awesome.WebOS is very smoothFlipkart service is always fast and awesome.Thanks you flipkart for the nice product on time.,positive
143,tv,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"The picture quality is good and it has problem with viewing angle, if you sit in front of tv then picture quality is great but if angle changes then it has some problem, it is not a IPS display so it's not having good angle viewing. Sound quality is very good you don't need any speaker as it is sufficient.Connectivity is good but this WebOs is not good as very limited app is available and you can't install like hotstar, netflix, prime, hungama that's it. Even you need to purchase app for ...",negative
144,tv,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Picture quality good but not better then sony.sound is k not good.conectvity is very nice.thinq os is to use and better then android.overall satisfied and value for money in brand tv.buti have sony 8200e 4k.sony 4k triluminos TV is creating theater fell as IMAX SCREEN quality.it is my experience.conected with Sony audio system.lg screen is light yellowish shade.so every one deside ur own expenses for TV Sony or LG or Samsung or mi etc 😊,positive
145,tv,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,2 days delivery with same day installation. Thanks for Flipkart and also installation guy who has brought wall mount with free of cost. Overall experience is good even connection is very smooth with screen share and apple airplay 2. This is only TV which i can share with my iPhone.,positive
146,tv,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,This LG TV is superb...😍1. Picture quality good just like 4K..2. Sound just awesome 👌3. Delivery and installation very good 👍4. Overall good rating 3.5/5    I'm so happy Thanks LG & Flipkart ...🤗👍,positive
147,tv,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"Overall at 42k  the 50""tv is a steal. The LG pannel is a 7series pannel and at same price point you get samsung world-entertainment series which is a 6series pannel and not 8series pannel.Pro's: 1. webOS is fluid and lag free and app-store is well decked up and a normal user won't have any issue2. YouTube cast and phone mirror-cast works fluently.3. LG wallmount is the best wallmount in the market.4. 20w sound speaker is loud and clear.5. The 1080p upscale works preety well.6. The tv p...",positive
148,tv,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"After a month of viewing experience, I can confidently vouch that it’s a great value for money product. The installation took a rather than a normal time but the assurance given by the customer care executives helped me to tide over the anxious phase albeit with a lot of patience, so kudos to you guys over there. So all’s well that ends well. To those of you out there, having a second thought about this 📺 TV just close your eyes 👀 and go for it...",positive
149,tv,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"Let's get  a couple of things straight. 1. I'm generally too lazy to write a comprehensive review and 2. I had an older, 32 inch LG LCD and my experience was terrible. I wanted to try it ONLY BECAUSE of my  possible future purchase of an OLED. I wanted to choose between LG and Sony. I have a Sony full HD LED, purchased about three years ago. I was queasy about LG, and wanted to opt for something without 'brand value' as this buy was supposed to be a budget option. After constant searches ...",negative
150,tv,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"Very good Tv, Lg name is enough for quality. Received with in 24 Hours and install also same Day delivered. Thanks to LG for quick installation service and provide free Wall mount.",positive
151,tv,LG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,My only concern is non availability of 3.5 mm jack and RCA connectivity. My home theater system is a bit old and doesn't support digital output so looking after alternate solutions to connect the same rest everything is butter smooth. Airplay & casting works like crazy smooth. Sound and videos( even HD) works great. Perfect value for money.,positive
152,tv,LG 108 cm (43 inch) Full HD LED Smart TV 2020 Edition,"U can go for it blindly. I checked with many brand but at this price with 3 yrs warranty this is the best. U can't get lg at this price  I am reviewing after 20 days of usage. The sound is the best part in this, u can experience the home theater sound without hometheater. And the clarity is also good when used with a hd setup box   Installation not that good though it is free, the wall mount is bent and they realigned it and fitted the same. When I asked for any other wall mount they refuse ...",positive
153,tv,LG 108 cm (43 inch) Full HD LED Smart TV 2020 Edition,"Product: If you need a branded budget ""secondary"" TV for fully, largely STB use like I needed, this is best pick. Good picture, great sound. Only Flip side, 2 stars energy rating. The rest is proportional to its price, that's fair. Does primary job(stb) of a TV well. Recommended for same.FLIPKART: Delivered in less than 15hrs. Fantastic. LG: Installed ~26 hours after delivery. A night delayed than first intimated by them. No big problem that but has to be mentioned. Problem, I only wanted...",positive
154,tv,LG 108 cm (43 inch) Full HD LED Smart TV 2020 Edition,Picture quality is not good even for HD channels. I am using Airtel DTH.For fast movements it become blurred. You can check while watching Cricket match.Sound quality is fine and various modes are available.,negative
155,tv,LG 108 cm (43 inch) Full HD LED Smart TV 2020 Edition,Picture quality is not good . Sound is excellent connectivity is good. You have to purchase dish TV with hd for better picture quality.This is not expected from brand like LG,positive
156,tv,LG 108 cm (43 inch) Full HD LED Smart TV 2020 Edition,Awesome,positive
157,tv,LG 108 cm (43 inch) Full HD LED Smart TV 2020 Edition,Picture : 4/5sound : 3.5/5connectivity :3/5Features : 3/5Expected more from LG brand. Yeah ok Product.,positive
158,tv,LG 108 cm (43 inch) Full HD LED Smart TV 2020 Edition,"Nice picture quality, value for money",positive
159,tv,LG 108 cm (43 inch) Full HD LED Smart TV 2020 Edition,Very good product,positive
160,tv,LG 108 cm (43 inch) Full HD LED Smart TV 2020 Edition,Good quality,positive
161,tv,LG 108 cm (43 inch) Full HD LED Smart TV 2020 Edition,Amazing Product under 30K. Don't think so much go for it.,positive
162,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2021 Edition with Voice Search,"Samsung smart tv is good product. I'm very happy with it. Sound quality is very nice. Picture quality may be improved, but it's good. Overall very good experience with it.",positive
163,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2021 Edition with Voice Search,I will always prefer samsung over other chinese brands.. Talking about the television it has clear sound and has no connectivity issues you can watch your favourite shows just by connecting it with your phones hotspot.... Talking about the picture quality I will say it depends on the net speed faster the net speed better the quality is and the picture quality was not good when I connect it with normal settup box you will need a hd setup box to enjoy the high quality picture... I will suggest ...,positive
164,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2021 Edition with Voice Search,Value for money product,positive
165,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2021 Edition with Voice Search,Every thing is good except screen mirroring with moto phones,positive
166,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2021 Edition with Voice Search,Outstanding,positive
167,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2021 Edition with Voice Search,I'm happy,positive
168,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2021 Edition with Voice Search,Delivery of flipkart is good. About product. Quality of sound is little bit low.Picture Quality is Good,positive
169,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2021 Edition with Voice Search,Very nice 👌 product and filipcart service,positive
170,tv,Hisense A71F 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS,"The Deep Detail of TV is in photos I uploaded. I share the whole hardware of TV . Hardware wise TV is good at this price range. Before you start watching my review I was upgrading from LG TV to Hisense TV.I divide the review in 3 Part (1) Picture Quality: First of all Panel is 4K and support upto 4K@60Fps . 4K Video looks great . 1080P also looks great from some distance and look exactly same as 4K. AI Upscale feature is good. Whenever you play HDR, in Picture mode you select Many HDR ...",positive
171,tv,Hisense A71F 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS,"First of all thank you Flipkart,Second one is Hisense.Now review for my 43’ led Tv. Some people say this product review wrong .But My opinion this one is awesome.Very fast connect .Picture quality is very nice 4K mode and HD both mode . Product is impressed for me and my family. Sound is very nice . All function are work very nicely  and also useful .All over experience is unbelievable. Once again Thankyou Flipkart and installation team.",positive
172,tv,Hisense A71F 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS,"Giving this review after two days of use. Very happy with the product, flipkart quick delivery  and the installation. As per the promotional offer from hisense my 55"" tv will be under warranty of coming 5yrs. Hope there won't be any issues before and after. Initially I thought of using my Sony home theater for better audio, now I realized it don't need because of Dolby Atmos. Thank you Hisense and Flipkart.",positive
173,tv,Hisense A71F 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS,Product satisfies all the mandatory requirements one who looks to have an android TV.. Only one improvement could be in wall mounting bracket. May be one who is living in compact homes will find it bit risky of getting TV hit accidentally. Distance between TV panel and wall behind it is huge due to bracket depth is more comparatively. It should be short i guess. Leaving that its worth buying in this price range.,positive
174,tv,Hisense A71F 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS,"Mind blowing purchase Thnx fr Flipkart fr bringing such an awesome tv in v affordable pricing n add on to ur Discounts ( credit Card n SuperCoins n Gift voucher won in ur *Fake or not* show ) HiSense is abrand to watch out fr future , expecting 75"" n 85"" Qled TV's v damm affordable pricings in future Thnx fr 5years Panal guarantee service I'm only worried now about Power consumption of Tv as Power rating stars are not mentioned n given in tv",positive
175,tv,Hisense A71F 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS,"Simply superb productPicture and sound quality niceConnectivity is awesomeCast function above android Oreo versions easily connect, below version little bit tough.Voice activated blue tooth remote control work super and Google assistant reply responsible is quicklyFinally  my opinion is value for money and five years warranty ( panel only) is good choice for budget segment in this product  very good. My review is last six days. After one month  complete more comments will publish. Thank ...",positive
176,tv,Hisense A71F 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS,Hisense is the best tv for budget category.The picture quality is amazing.Sound quality is good.There were no issues in connectivity.Service and installation did there job very well.And we very extremely happy for timely delivery and installation. Especially we are thankfull to Mr Pream Saxena in helping us for immediate installation of the product in all aspects. We are fully satisfied with the product 😁,positive
177,tv,Hisense A71F 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS,"Master blaster💥This is a value for money product...must buy and experience flagship quality in a budgeted smart tv.I was bought this one on 8th of August during the offer period of 5 years of panel warranty at 12 months NCE. The size of the screen is 55 inches.RatingPicture quality -5/5Sound (By activating Dolby Atmos) 5/5Without Dolby 5/5 however, Dolby enhances the volume.Build quality- 5/5(Remote quality is also very good)Features -5/5 ( it's a feature pack..you can control eac...",positive
178,tv,Hisense A71F 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS,⭐⭐⭐⭐⭐ for the TV Amazing. 😍😍 The TV is very well Built and the bezeless design is so attractive. Colors are vibrant and deep. All functions are well thought. I haven't faced any connectivity issues and everything worked smoothly. The delivery by Flipkart was on time and the packaging was on tip top condition. ZERO ⭐ FOR THE INSTALLATION GUY. THE ONLY LET DOWN WAS THE PERSON WHO CAME FOR THE INSTALLATION. He was in SO MUCH HURRY. The first thing he asked from the gate was the OTP. It w...,positive
179,tv,Hisense A71F 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision & ATMOS,"Picture quality is very good as compared to other budget televisions like MI. It supports all video formats like x265 and h265 Operating system is not very fast but it works smoothly. One of the major issue that I have noticed is that-Tv has noticeable motion blur/judder problem while playing action movies or when camera moves little bit quickly. 4k 60 fps plays smoothly but movies/TV shows are usually coded at 24fps. So, it is bit irritating for a cinema lover. Just watch cricket highlight...",positive
180,tv,Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,"Worthy Qled TVTrust Mi just go for it. The clarity, sharpness and quality is excellent and one more thing never compare Qled TV with other brands because this is what the best we get at this price range. Coming to the sound I would rate 3/5, its OK if you are not a bass lover. I think mi should've added more dedicated keys like YouTube, Disney+hotstar and direct hdmi keys as we are paying more than 50k the features also should be more.Overall the quality of the panel is very good even...",positive
181,tv,Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,"I am writing this review after 2-3 weeks of usePicture quality is great vivid mode is awesomeBut the reality flow function is trash . It makes the video lagging and choppy The double click mute function doesn't workSound is very poor ,works well with music but very bad with movies (conversations)Bezel size is small and very good but I can see a dimming at the top 2 corners (not bottom corners)Patch wall  is also nice but it doesn't show all available contents under filtering (like hdr, ...",positive
182,tv,Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,As per Qled tech the pannel is too good and so is the sound . Juz dont compare it wid lg qled or sony qled coz as they r costly product and will have better visuality ... mi has done a very grt job for making qled an affordable option for consumers 🙏🙏🙏,positive
183,tv,Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,"Writting this review post 10 days of usage, having upgraded from Samsung LCD 32, my initial expression ""Mind Blowing"".. I'm not going to compare it with other QLED's with high prize tag-list.. MI has done a fab of a work on the sound, built & picture quality. Comparing it for the features on offer with minimalistic design, this is a steal of a deal.Most important of all the ecosystem to consolidate the contents is the big game changer. Giving a 5/5 for sound; 5/5 for built; 5/5 connectivity...",positive
184,tv,Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,"It is just superb.Though took a decision to buy this getting influenced by the reviews(which are mostly paid), but believe me this is just superb.... No regrets, one review said has red tint.... Didn't see any. The blacks are deep👌 and the colors are lively👌. Luckily got this in the first sale, delivery was quick, as always Flipkart is bang ontime, installation was quicker and the service guy was also sensible. And after all this the result is just WOW!!!! Picture and sound both awesome. T...",positive
185,tv,Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,TV is overall good. But tv screen is not as bright as other. Lot of glare is present during day time. Sound quality is good and clear you will not need to buy external speakers for avg size room. Design wise it looks good.,positive
186,tv,Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,I like to thank flipkart for wonderful tv. It's really a great tv with good picture and sound quality but the installation they gave to jeevas where they took 4 days to install. Though the installation boy was good and it seems he is experience. I request flipkart please don't give the product for 3rd party installation because we the customer will get lots of problem. We had to request to Jeeves many times to come and do the installation which they are shifting time now and then. Otherwise ...,positive
187,tv,Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,Being one of the first group of customer who brought the 55 inch mitv 4 2 years back and completely abandoned by MI by not giving any updates at all and was provided with a 55inch dump tv with no apps at all. I was moving away from MI tv. But after 2 years the display got issues and MI estimate was around 39k for a display. Decided to buy a another brand and then noticed this upcoming product. So i decided to give them one more time with 3 year extended warranty.The purchase went well. Inst...,negative
188,tv,Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,"It is a decent product at this price point. It's advantageous to have the latest hardware that is future proof. One of the drawbacks is that the video settings aren't quite set right by default and would require manual setup for best viewing experience.Also, bluetooth pairing is a bit flaky.",positive
189,tv,Mi Q1 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,"Excellent picture quality.Sound quality is good for smaller hall.Bigger living room may require external sound device. Remote needs transition to smooth touch. Its hard and irritating when you have to type a word. May think upon changing the current remote to Magic remote like LG gives.Worth at the price of 50k , found little expensive at 55k .Thanks!!",positive
190,tv,Motorola ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"Only one WORD..... AWESOME...Yes, Guys! Can there be a TV with visual sub of a LG/Samsung TVs with outstanding audio quality /clarity of a Sony TV? Yes... Here's it...The name is Motorola ZX Pro. I took 55 TV as I felt it suits my hall. I bet it is. Now, my wife complains that I am not moving out of the sofa watching TV all the time. Yes. I am clean bowled by the Yorker of Flipkart.No word to praise it, friends...The awesome sound bar and the bluetooth stand alone audio receiver functi...",positive
191,tv,Motorola ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"It's more of a family tv where elders can enjoy watching just the tv and young and kids can play. I liked the connectivity and gaming options. They are smooth.Only con is upscaling of sd channels. It doesn't do any justice. Does decent job for hd channels. Picture quality is good and wide viewing angles. One other con is during dark scenes(streaming in Netflix) you see pixels appear as glitters. Not always though. overall good tv for the price, most of the time you will enjoy with it.",positive
192,tv,Motorola ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"Picture quality is awesome and specially sound is just mind blowing. The best TV in this budget. If your budget is in this range then just go for it blindly. You can't find better than this, and you won't regret. In short superb..",positive
193,tv,Motorola ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"Everything in this TV is a Positive!Best in the segment! Picture and Sound quality is amazing! But the negative here is the Black Levels and viewing angle feels quite less. If you see this TV from straight it looks good. Need to alter the picture settings to get good picture quality!MEMC support is not available that's the only negative. Also could see some small amount of Screen Bleed which is common in all LED panels so it can be negligible!If you don't want MEMC support, Then this ...",positive
194,tv,Motorola ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"I received on 31st Dec'2020. My reviews after 18 days usage are, PROS:1. 4K display with lg ips panel is awesome. 2. All connectivities like Bluetooth, USB, WiFi, Hdmi are working smooth. 3. Play store, Google Asst working good. 4. Games with Game pad experience for kids is fine. But not tried with more games. CONS:1. Stand by time while switch on is taking time to show home page. 2. Even this has Dts dolphy with 24 watt speaker, sound of this tv is really disappointed. Because I had...",positive
195,tv,Motorola ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,good picture & sound quality i like it and i got it for 36000RS on sale. i like the picture quality its superb,positive
196,tv,Motorola ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"Ive been using the TV for a few weeks now. The soundbar is a good addon but not the best ofcourse. Could be a little bit more clearer. The bass is definitely better than other TVs in the same range but not the best, again clarity is a bit weak. Im probably spoiled by the definition and clarity and bass of my Harmon Kardon speakers. Screen clarity is good, im satisfied and the 55inch size is awesome. I honestly wasnt expecting it to be this big. 55inch didnt seem soo big when i was window shop...",positive
197,tv,Motorola ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,Very nice TV . It's too good and value for money and the gamepad is also nice Just go for it .... And I have a rotating tv panel so for me it's too awesome 😎😎,positive
198,tv,Motorola ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,"Perfect. This is my first smart tv and I felt it’s best with the price, picture quality and sound quality. Really good buy at this price.",positive
199,tv,Motorola ZX Pro 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,Great product for the price you pay. Premium look and feel. Installation was done in 24hrs post delivery. Sound is average though it's got a dedicated sound bar. If you are using soundbar then it's good. Also hdmi arc will not work with airtel due to airtel firmware issue. Need to work with airtel technical team in an escalation mode. One cons is it doesn't have a headphone port,positive
200,tv,Panasonic 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"Generally,  I don't write review just give star ratings & go ahead...neither not a fan of flipkaft...i musy say ..this i am so impressed with Flipkart & Panasonic. Thanks Flipkart team for shipping the product in just two days ..and even the installation team call me up for installation in the same day itself. Panasonic offers a great product at amazing price ...Picture Quality, sound , connectivity, etc everything is great,  so far no complaints.You can go for this product without any t...",positive
201,tv,Panasonic 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Awesome product... Picture clarity high level & great sound efficiency. Worth for money,positive
202,tv,Panasonic 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"Here is not mentioned but in this tv there is 4 gb storage,But the tv is super i don't no how it will work after 1year but now it's awesome 😍",positive
203,tv,Panasonic 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Kindly don’t buy this product from flipkart..Panasonic’s worst led tv..with in  a week the The screen is blacked out only sound is coming moreover remote is not responding if u try to change the channel.please don’t buy Panasonic,negative
204,tv,Panasonic 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Nice product,positive
205,tv,Panasonic 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"Yesterday it got delivered and today installation done.TV is good. 4k picture quality is excellent. But in some of the videos pictures look slightly Reddish, not in all the videos.20W sound is OK. Not very good.Sometimes connectivity issue is there.Usable storage space only 4.3 GB",positive
206,tv,Panasonic 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"Very good picture quality, and immersive sound quality, value for money products.....",positive
207,tv,Panasonic 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Please don't buy it. There are many better options for the same price. Don't go with Screen size vs price. The picture quality is below average(Not expected from Panasonic).Please don't waste your money I'm depressed,positive
208,tv,Panasonic 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Very nice,positive
209,tv,Panasonic 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"As per Panasonic technician whole series has a problem which is not repairable, please dont buy this series, it is actually a very cheap product.",negative
210,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition with Voice Search,1. Super video quality. 2. Best 20 watt sound. 3. Best connectivity. 4. Best money product. 4 installation 23/06/2020,positive
211,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition with Voice Search,A super sixer from Samsung. Super value for money. In addition to quality it has everything. At this price range you get smart remote with voice assistant inbuilt remote. 20 watt speakers n super built quality. Installation by authorized samsung technician. What else u need. And moreover u hv apple airplay 2 also . Can mirror cast iphone too,positive
212,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition with Voice Search,"The TV has got everything except a good display. The viewing angles are pathetic with washed out colors. I have a used LG HD TV earlier which had a IPS display with awesome viewing angles. Someone might not feel this way if its 1st time experience with HD TVs. Its not a very bad one I must include, but simply not the best one I need to add too.Missing specifications:Ports: 2 HDMI side ports(one with ARC), 1 USB side port, Component In Ports at back panel (common with 3RCA Input), Optical O...",negative
213,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition with Voice Search,"Value for Money. Initial setup and connectivity takea time,  feels like issue but once connected then its smooth to operate. Picture quality is good. Sound quality is also good, bit of low bass but enough and good in this price. Setup on smart things mobile app is bit time consuming but agian once setup easy to operate, acts as another remote. Installation was immediately on next day from samsung.",positive
214,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition with Voice Search,Very good smart TV with good quality and sound. Delivery was smooth and technician came in 2 days to fix it on the wall. Overall good experience so far,positive
215,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition with Voice Search,"Awsome one VFM, after one month will give full review....... Installation and demo done by next day after delivery,the person was kind and good.good sound quality and picture quality was awesome finally happy with the product",positive
216,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition with Voice Search,superb picture quality and connectivity also too good and better sound system. worthable in this price and best features...,positive
217,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition with Voice Search,"After one month use,I truly rated this tv with 4.5 star.For picture quality samsung is best option.No one brand can complete against its picture quality because it saws deep black and deep white as u can see in pics.If u want best picture quality and performance then go for samsung. It is value for money.But if u want more storage and to install android apps then go for android tv because samsung has limited apps and games as well.Its wifi and bluetooth connectivity is better. Initially ...",positive
218,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition with Voice Search,"This is the best television from the dear one brand Samsung , and I have to say perfect time to launch this amazing tv with wonderful price , this is the best alternative compare to Chinese TV .1. Picture quality of samsung is best in class2. Sound should be better than this but still it is very good 3. Software performance is very smooth 4. Samsung one remote shines with all the voice assistant5. All apps which we use are present in the tv 6. It has support of 3g/4g dongle also which o...",positive
219,tv,Samsung 80 cm (32 inch) HD Ready LED Smart TV 2020 Edition with Voice Search,"Received it a week ago and wish to share my opinion.1. Picture Quality is best for this Range and absolutely no comparison with 100s of Chinese and other brand TVs, which are approx 2.5k to 3k cheaper but offer a compromised picture quality.2. Not an Android TV but Tizen OS is expanding for the apps which are used, at least for streaming services. Comes pre-installed with Netflix, Amazon Prime, ZEE5, Apple TV and YouTube. Further I have downloaded Hotstar, Sony Liv, Jio Cinema. So basical...",positive
220,earphones,boAt Airdopes 431 Bluetooth Headset,All qulity like sound battery capacity etc are better than others but the design is not good but this airdopes are soo good i love this product😍😍😍,positive
221,earphones,boAt Airdopes 431 Bluetooth Headset,"Reviewing this product after four month of use....First no clear sound only plus is high bass. Voice capturing during call is worst, you have to scream to talk. After all these, left earpiece stop working just after one month(during lockdown) of use after few day automatically started working and now right is not working and it has been sent repairing under warranty.This is the second product which I have purchased from boat, both time I faced same issue, after few months of use boat prod...",negative
222,earphones,boAt Airdopes 431 Bluetooth Headset,"Premium, Reliable & improved version of Airdopes 381. Bass is loud, sound is clear.Feedback edited after 3 months of usage. Charging issue, right side earphone is not charging in case.  Product was with service center for 1.5 months.. & customer care not responded. But now I got the replaced one..& now it is working well.",positive
223,earphones,boAt Airdopes 431 Bluetooth Headset,Design make it look preety cool Sound is too good base is very very good Battery backup is also too good nd gr8 Lights makes it to much attractive too,positive
224,earphones,boAt Airdopes 431 Bluetooth Headset,"Sound quality, bass and battery backup is awesome trust me not scripted..  Go for it but the thing which disappointed me is design.. It's some what big. But to maintain battery backup it's acceptable.Kuch paane kuch khona prta hai..  😄😄😂😂 genuine reply.. My gf Like those n she's happy which made me happy😍😗",positive
225,earphones,boAt Airdopes 431 Bluetooth Headset,"The best airdopes by boAt, awesome sound quality, fantastic bass, I can say these are the best airdopes ever and my request is manufacture a cases for it.",positive
226,earphones,boAt Airdopes 431 Bluetooth Headset,"A very good product from Boat... Bass and overall sound quality is good(thanks to the 7mm drivers) ... Call quality is really good in quiet places(not sure about performance in noisy places) ... And also connectivity is fast and superb... No sound breakage...,The red color is real dope!!!....",positive
227,earphones,boAt Airdopes 431 Bluetooth Headset,"O have been using this airdopes for week and it is amazing.The sound quality is pretty good, bass is also good,Battery backup is really good. Built quality 🔥.Overall a very good experience thank you flipkart and boat🔥🔥🔥🔥",positive
228,earphones,boAt Airdopes 431 Bluetooth Headset,"Boat airdopes 511v2 is the perfect alternative for these. That's much better in its sleek and classy design and durability. Boat airdopes 431 is the weakest product by far by boat in areas of build and stability. The product is fragile, does not function properly and the factory reset thing is just an illusion, it does nothing. Opt for some other airdopes, not this one.",positive
229,earphones,boAt Airdopes 431 Bluetooth Headset,I am using it since 15 days..... Nd the experience is awsome if you want airpods in budget..... Very good sond bass... Connectivity... Nice product... Satisfied with the product... If anyone is looking for low budget airpods the go for it....,positive
230,earphones,Ubon UB-770 In-ear Wired Champ Earphone Wired Headset,It's a nice ear phone from Ubon in affordable price range. It jas cool sound clarity. Less noise. One can use it to listen to the music or have a talk on phone. One think I don't like is the wire length of ear buds to connecting cabel is less. Other features are really good in this price.,positive
231,earphones,Ubon UB-770 In-ear Wired Champ Earphone Wired Headset,"According to my opinion about this earphone , it's cool and good quality as we compare to other , good sound quality with comfort bass, thanks to flipkart.",positive
